item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q219344	The Slave Ship	painting by Joseph Mallord William Turner	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q613928	Portrait of Antoine-Laurent Lavoisier and his wife	painting by Jacques-Louis David	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q614986	A Modern Olympia	painting by Paul Cézanne	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q617629	The Resurrection	1597 painting by El Greco	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q611945	The Swallow's Tail	painting by Salvador Dalí	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q611358	Apparatus and Hand	painting by Salvador Dali	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q615851	Nativity	painting by Robert Campin	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q614047	Girl with a Red Hat	painting by Johannes Vermeer	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q613390	Young Girls in Black	painting by Auguste Renoir	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q610803	Basket of Bread	painting by Salvador Dali	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q611583	Minerva Protects Pax from Mars	painting by Peter Paul Rubens, National Gallery	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q471289	The Wounded Angel	painting by Hugo Simberg	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q472799	Mary Untier of Knots	painting by Johann Georg Melchior Schmidtner	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q474024	Amor Vincit Omnia	painting by Caravaggio	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q472037	By the Seashore	painting by Pierre-Auguste Renoir	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q474198	Malle Babbe	painting by Frans Hals (Gemäldegalerie Berlin)	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q474096	View from Dekkersduin	painting by Johan Hendrik Weissenbruch	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q23908	The Doge Alvise IV. Mocenigo on the Bucentaur near the Riva di Sant'Elena	oil on canvas by Francesco Guardi	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q23898	Triptych of the Sedano family	triptych by Gerard David	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q23904	St. Francis of Assisi Receiving the Stigmata	painting by Giotto di Bondone	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q212616	The Raft of the Medusa	painting by Théodore Géricault	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q208758	Las Meninas	painting by Diego Velazquez	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q210277	Music in the Tuileries	painting by Édouard Manet	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q12418	Mona Lisa	oil painting by Leonardo da Vinci, Louvre	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q412	Pioneer plaque	plaque attached to the Pioneer 10 and Pioneer 11 spacecraft in case extraterrestrial life finds them	entity	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q10426957	Jiehua	type of Chinese painting and art genre in which rulers are used to draw buildings and other objects	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q7282803	Ragamala painting	form of Indian miniature painting	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q7927971	video painting	form of video art presented via projectors, LCD or other flat panel display and wall-mounted in the same manner as traditional paintings	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q7573007	spalliera	decorative art piece	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q10827799	silk painting	painted artwork on silk	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q7180343	Phallus paintings in Bhutan	esoteric symbols in Bhutan	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q5550962	microbial art	painting using microbe cultures	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q5369111	Irworobongdo	Korean painted screen with five peaks motive	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q16910883	Nirmal Paintings	popular form of paintings done in Nirmal in Adilabad district, Telangana, India	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q81100296	easel painting	painting executed on an easel or other portable support	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q124077555	Three Fujins	painting by Hung Liu	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q97570736	Haunted painting	A painting reputed to be haunted by a ghost	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q106071447	destination painting	painting that inspires travel	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q4026501	Tibetan tsakli	tibetan Buddhist ritual paintings	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q5267626	Devnarayan Ki Phad	cloth paintings depicting Devnarayan	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q2448670	cabinet painting	small-scale painting, originally made for a curiosity cabinet	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q3399518	portraits of presidents of the United States	list of each official painting or photograph for all United States presidents	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q2026188	panoramic painting	massive artwork that reveals a wide, all-encompassing view of a particular subject	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q1437082	fore-edge painting	scene painted on the fore-edges of a book	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q2152113	tabula scalata	pictures with two images divided into strips on different sides of a corrugated carrier, such that each image can be viewed correctly from a certain angle	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q1964917	oil sketch	preparatory study in oils for a full painting	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q1336234	theatrical scenic painting	painting for a theatrical stage production	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q5299612	double-sided painting	art canvas with paintings on both sides	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q1753854	matte painting	painted representation of a location to create the illusion of an environment that is not present at the filming location	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q1181933	ceiling painting	artwork applied directly to a ceiling	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q916651	thangka	Tibetan Buddhist painting on cotton, or silk appliqué, usually depicting a Buddhist deity, scene, or mandala.	concept	visual arts	painting	cultural representative
http://www.wikidata.org/entity/Q821499	combine painting	artwork that incorporates various objects into a painting	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q846561	monochrome painting	painting that primarily employs only one color, possibly with hue changing across a surface and other texture and nuance	concept	visual arts	painting	cultural agnostic
http://www.wikidata.org/entity/Q687288	ema	wood plaque deposited in a Japanese temple to ask for a wish	concept	visual arts	painting	cultural exclusive
http://www.wikidata.org/entity/Q21403281	astrophotographer	photographer who captures images of astronomical objects and large areas of the night sky	concept	visual arts	photographer	cultural agnostic
http://www.wikidata.org/entity/Q17017916	woman photographer	woman working as photographer	concept	visual arts	photographer	cultural agnostic
http://www.wikidata.org/entity/Q106936219	Instagram husband	the unacknowledged photographer behind another's social media posts	concept	visual arts	photographer	cultural agnostic
http://www.wikidata.org/entity/Q7187777	photographic assistant	occupation	concept	visual arts	photographer	cultural agnostic
http://www.wikidata.org/entity/Q79021	Oscar Baumann	Austrian cartographer (1864-1899)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q93075	Gerhard Hund	German mathematician, computer scientist and chess player (1932–2024)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q93996	Ernst Mach	Austrian physicist and university educator (1838–1916)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q2001	Stanley Kubrick	American filmmaker (1928–1999)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q79000	Pieter Zeeman	Dutch physicist (1865-1943)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q67111	Franz Pfemfert	German journalist (1879-1954)	entity	visual arts	photographer	
http://www.wikidata.org/entity/Q67378	Frank Eugene	American-German photographer, painter and graphic artist (1865–1936)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q67174	Werner Tübke	German artist (1929-2004)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q67064	Teoberto Maler	German Mesoamericanist (1842–1917)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q67547	Harun Farocki	German filmmaker, author, and lecturer in film (1944–2014)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q67053	Karl Otto Götz	German artist (1914-2017)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q66832	Franz Roh	German art critic (1890-1965)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q78828	Hans Hass	Austrian biologist and underwater diving pioneer (1919–2013)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q78767	Ernst Haas	American photographer (1921-1986)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q78885	Ettore Sottsass	Italian architect and designer (1917-2007)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q78841	Erwin Wurm	Austrian artist	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q91682	Waldemar Franz Hermann Titzenthaler	German photographer (1869–1937)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q91852	Walter Reuter	German photographer and photojournalist (1906-2005)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q91862	Barbara Klemm	German photographer	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q92498	Josephine Meckseper	German artist	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q91623	Herbert Tobias	German photographer (1924–1982)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q92130	Otto Bettmann	American archivist (1903–1998)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q92389	Willy Goldberger	German-Spanish cinematographer (1898–1961)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q91706	Lucas Dolega	French photojournalist (1978–2011)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q91999	Hans Schomburgk	German explorer (1880-1967)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q92788	Bill Atkinson	American computer engineer	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q91627	Karsten Thormaehlen	German photographer	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q92340	Floris Michael Neusüss	German photographer (1937-2020)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q103114	Michel Houellebecq	French writer	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q103424	Alfred Lichtwark	German art historian (1852–1914)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q103057	Minya Diez-Dührkoop	German photographer (1873-1929)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q1470	M. C. Escher	Dutch graphic artist (1898–1972)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q558	Hedi Slimane	French Tunisian fashion designer	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q65990	Rosemarie Trockel	German artist	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q66245	Oskar Fischinger	German-American abstract animator, filmmaker, and painter (1900-1967)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q66677	Bruno Paul	German architect (1874-1968)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q66255	Franz Hössler	German SS officer and Schutzhaftlagerführer in Auschwitz, Mittelbau and Bergen-Belsen concentration camps (1906-1945)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q65906	Bernhard Grzimek	German zoo director and author (1909–1987)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q103028	Hermann Biow	German photographer (1800–1850)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q103013	Hans Ertl	German mountaineer and cinematographer (1908–2000)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q103039	Arthur Benda	German photographer (1885–1969)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q102813	Yul Brynner	russian-born american actor (1920–1985)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q65630	Loretta Lux	German photographer	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q65610	Nicola Perscheid	German photographer (1864-1930)	entity	visual arts	photographer	cultural exclusive
http://www.wikidata.org/entity/Q65454	Erich Salomon	German photojournalist (1886-1944)	entity	visual arts	photographer	cultural representative
http://www.wikidata.org/entity/Q816195	belted plaid	large blanket-like piece of fabric which is wrapped around the body with the material pleated or loosely gathered and secured at the waist by means of a belt; part of Highland dress	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q837185	Moroccan kaftan	long, coatlike garment, traditionally fastened at the waist with a sash	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q847227	Hwarot	ceremonial woman's clothing worn during the Goryeo and Joseon Dynasties in Korea	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q1065579	costume accessory	item carried or worn which is used to contribute to the wearer's outfit	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q770546	fetish fashion	fashion style	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q751920	Malay clothing	traditional clothing of Malay ethnic, originated from Malacca Sultanate	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q1017721	Vietnamese clothing	traditional Vietnamese clothing system	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q6810567	Mekhela chador	traditional Assamese attire	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q6445752	Kurdish clothing	traditional clothing of the Kurdish people	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q7379446	Rumāl	a loose piece of cloth used as headgear it is smaller than turban	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q6401901	Khmer Traditional Costumes	traditional clothing of the Khmer people	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q9053464	costume	wardrobe and dress in general	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q7132687	paper clothing	clothing made from paper	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q6501052	vestment	clothing prescribed for clergy performing specific roles	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q8037573	wrap	simple length of fabric worn as clothing	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q7202079	plastic clothing	clothing made from plastic	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q6742038	Malaysian Batik	Malay tradition in Malaysia	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q589421	songket	traditional Malay woven fabric figured with colored or metallic supplemental wefts, originally from Malay Peninsular	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q445972	doublet	garment worn by men from the 15th to the 17th century	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q614806	suit	Western business attire of matching jacket and trousers	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q567807	jellabiya	loose-fitting, traditional Egyptian garment	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q388553	explosive belt	explosive device that an individual wears	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q322781	sarong	traditional garment of the malay Archipelago originated from malay Culture, formed by wrapping a strip of cloth around the lower part of the body, or a sewn skirt draped to look like this garment	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q377305	Haïk	traditional women's garment from Algeria	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q345127	robe	loose-fitting outer garment, worn in many historical periods and contexts	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q252187	áo dài	Vietnamese national costume, tunic	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q263516	clothing in ancient Egypt	aspect of history	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q216053	haute couture	term used to describe the creation of exclusive, custom-fitted clothing	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q200539	dress	garment for women, children, or infants consisting of a bodice and skirt made in one or more pieces	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q198763	undergarment	clothes worn under other clothes	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q4774470	anti-suicide smock	single-piece outer garment used to prevent a detained individual from forming a noose with the garment to kill themselves	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q5732842	Khalat	traditional garment of Central and South Asia	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q5147815	Colobium sindonis	garment worn by British monarchs during part of the coronation service	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q4698311	air conditioned clothing	Actively cooling clothing	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q4508312	Chepken	caftan worn among Turkic people and the Cossacks	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q4388799	outerwear	clothing worn over street dress for warmth and protection	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q5515390	gabi	thick handmade cloth worn by Ethiopians and Eritreans	concept	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q5135569	clothing in Africa	clothing worn or made in the various countries of the African continent	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q5100735	Chinese clothing	traditional and modern dress in China	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q4997220	bum flap	clothing hanging over buttocks	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q4538438	Japanese street fashion	contemporary Japanese fashion trends	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q4941354	bondage suit	garment associated with BDSM activities	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q172827	sari	woman's draped garment of South Asia	concept	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q197195	fur clothing	clothing made of furry animal hides	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q161928	footwear	garments worn on feet	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q161524	mask	any full or partial face covering, whether ceremonial, protective, decorative, or used as disguise	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q39908	trousers	clothing for the legs and lower body	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q7434	uniform	similar clothing worn by a group of people	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q14952	headgear	any covering for the head; element of clothing which is worn on one's head	concept	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q28172411	Pabiben Rabari	Indian embroider and entrepreneur	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q131751054	Vittae	ancient Roman hairstyle accessory	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q124445488	letter jacket	article of clothing	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q108460216	Pheichom	traditional Meetei loincloth worn by men of Kangleipak (Manipur)	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q124638955	Pakaja	Yoruba dress	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q119144225	melhfa	sahrawi traditional woman dress	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q123027562	White clothing in Korea	ancient to modern cultural practice	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q119134647	Tupinambá cape	sacred garment	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q105274258	Pratidhi	breast cover	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q111081731	Shyade	Woolen cap worn by Tamang people	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q105643368	Liputa	R D Congo's traditional costume	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q91123623	Shikla	Tunisian jewish dress	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q110581533	tank top	casual sleeveless shirt	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q111831661	Black Christian Siriano gown of Billy Porter	tuxedo dress worn by Billy Porter	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q11288959	hifu	Kind of Japanese jacket	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q48767474	cat suit	suit made to resemble a feline	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q30675089	Antriya	wrap around for lower body	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q8060071	Round collar robe	Traditional East Asian round collar gown	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q7851334	Tudor bonnet	Traditional soft-crowned, round-brimmed cap, with a tassel hanging from a cord encircling the puggaree of the hat	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q7979123	Wedding sari	Sarees worn on wedding occasions	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q28136501	motion capture suit	garment that records the body movements of the wearer	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q17492591	Pheran	Kashmiri traditional dress	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q7802132	Tilfi	handmade Eritrean clothing	entity	fashion	clothing	cultural exclusive
http://www.wikidata.org/entity/Q6917910	Motley	costume of a court jester	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q3991168	Tichel	Jewish headscarf	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q6547537	PVC clothing	clothing made from pvc fabric	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q3354532	shawl	simple item of clothing, loosely worn over the shoulders, upper body and arms	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q4131813	Gazyr	device that holds rifle cartridges	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q2778381	dance belt	a kind of specialized undergarment commonly worn by male ballet dancers	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q6489094	Large Sakkos of Photius	a satin tunic	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q2010326	swim briefs	any briefs-style male swimsuit	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q1971644	Apostolnik	Clerical clothing covering the head, neck, and shoulders	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q1255957	phelonion	liturgical vestment worn by priests of the Eastern Christian tradition	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q2642372	vyshyvanka	embroidered shirt in Ukrainian and Belarusian national costume	entity	fashion	clothing	cultural representative
http://www.wikidata.org/entity/Q1621263	fire proximity suit	suit designed to protect a firefighter from high temperatures, e.g. aircraft fires	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q1123744	creature suit	type of realistic costumes	entity	fashion	clothing	cultural agnostic
http://www.wikidata.org/entity/Q125398732	bäckadräkten	unisex Swedish folk costume	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q106617043	Qizhuang	traditional Manchu clothing	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q12473573	Baju bodo	Sheer and transparent women blouse of South Sulawesi, Indonesia	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q5119747	Cieszyn folk costume	a Silesian folk costume	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q2998487	Highland dress	traditional, regional dress of the Highlands and Isles of Scotland	entity	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q12511888	Samping	Malay traditional clothing	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q28674584	Folk costumes of Podhale	folk attire of Podhale region	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q5100354	Chinelos	traditional costumed dancer	entity	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q5550863	geringsing	double ikat woven fabric of Bali	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q1435606	fustanella	traditional pleated skirt-like garment worn by men of the Balkans	entity	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q1004929	bunad	national costume of Norway	entity	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q73603	dirndl	traditional dress worn in Germany, Switzerland, Liechtenstein, Austria and South Tyrol	entity	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q7362596	traditional clothing of Romania	traditional clothing of Romanians	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q12164003	Ukrainian traditional costumes	Ukrainian folk clothing	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q12214803	Saudi national dress	Thawb and abaya	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q10753123	kroje	folk costume of the Czech Republic and Solvakia	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q7832313	traditional clothing of Wales	rural clothing of Welsh women in the 19th century, later adopted as national dress	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q6723172	Macedonian traditional clothing	traditional costume in North Macedonia	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q11822905	traditional clothing of Poland	traditional clothing of Poland varies by region	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q7452918	traditional clothing of Serbia	description of clothing style	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q12274247	Bulgarian national garb	Folk costumes on the modern territory of Bulgaria	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q6950633	Maori traditional textiles	indigenous textiles of the Māori people of New Zealand.	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q12876955	traditional clothing of Greece	the clothing on the modern territory of modern Greece	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q7109946	Ottoman clothing	Style and design of clothing worn by the Ottoman Turks.	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q4192272	Sukmana	Sukmana is the russet overcoat  worn by Polish peasants	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q6557314	liqui liqui	suit of jacket and trousers, the national costume of men in Venezuela	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q4807473	Aso Oke	Yoruba men's cap	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q4384867	Afghan clothing	clothing worn in Afghanistan	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q3481201	Icelandic national costume	Nne	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q2284248	traditional Sámi clothing	traditional clothing of the Sámi	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q2932927	kaftan	long, coatlike garment, traditionally fastened at the waist with a sash	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q2423981	Żupan	long gown with sleeves worn by Polish-Lithuanian noblemen, now part of Polish national costume	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q1282423	ulos	Batak traditional draped cloth garment	concept	fashion	traditional costume	cultural exclusive
http://www.wikidata.org/entity/Q25705896	Inuit clothing	traditional costume of the Inuit peoples	concept	fashion	traditional costume	cultural representative
http://www.wikidata.org/entity/Q17064772	traditional Thai clothing	national clothing of Thailand	concept	fashion	traditional costume	cultural representative
